Layer,EntityType,GeometryType,VertexIndex,VertexCount,X,Y,Z,CoordinateSystem,IsClosed,Color
M2407,POLYLINE,Polyline,0,5,223633.087,617539.65,0.0,IG05/12,No,BYLAYER
M2407,POLYLINE,Polyline,1,5,223634.026,617542.268,0.0,IG05/12,No,BYLAYER
M2407,POLYLINE,Polyline,2,5,223635.415,617541.75,0.0,IG05/12,No,BYLAYER
M2407,POLYLINE,Polyline,3,5,223634.458,617539.078,0.0,IG05/12,No,BYLAYER
M2407,POLYLINE,Polyline,4,5,223633.087,617539.65,0.0,IG05/12,No,BYLAYER
C1692,INSERT,Block,0,1,223625.223,617543.613,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223634.406,617540.134,0.0,IG05/12,Yes,BYLAYER
M2612,POLYLINE,Polyline,0,2,223623.279,617538.666,572.809,IG05/12,No,BYLAYER
M2612,POLYLINE,Polyline,1,2,223624.34,617538.255,572.809,IG05/12,No,BYLAYER
C1692,INSERT,Block,0,1,223623.823,617538.455,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223625.127,617553.381,572.044,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223623.176,617549.93,572.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223633.048,617548.545,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223643.461,617544.809,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223621.669,617518.244,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223633.478,617536.902,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223625.93,617534.853,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223631.746,617539.171,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223629.376,617542.291,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223620.725,617545.78,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223628.697,617538.602,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223621.109,617523.327,0.0,IG05/12,Yes,BYLAYER
M2802,POLYLINE,Polyline,0,2,223624.963,617545.578,0.0,IG05/12,No,BYLAYER
M2802,POLYLINE,Polyline,1,2,223624.628,617544.648,0.0,IG05/12,No,BYLAYER
M2802,POLYLINE,Polyline,0,2,223625.923,617545.238,0.0,IG05/12,No,BYLAYER
M2802,POLYLINE,Polyline,1,2,223624.965,617545.579,0.0,IG05/12,No,BYLAYER
M2651,POLYLINE,Polyline,0,2,223636.666,617532.751,0.0,IG05/12,No,BYLAYER
M2651,POLYLINE,Polyline,1,2,223634.384,617533.526,0.0,IG05/12,No,BYLAYER
M2651,POLYLINE,Polyline,0,2,223621.828,617522.91,0.0,IG05/12,No,BYLAYER
M2651,POLYLINE,Polyline,1,2,223619.623,617523.549,0.0,IG05/12,No,BYLAYER
M2207,POLYLINE,Polyline,1,2,223628.978,617518.063,0.0,IG05/12,No,BYLAYER
M4804,INSERT,Block,0,1,223642.014,617532.748,570.539,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223641.824,617531.94,-575.137,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223641.265,617531.18,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223641.859,617532.504,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223641.859,617532.504,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223642.123,617532.931,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223643.514,617536.33,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223643.514,617536.33,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,0,2,223639.124,617533.655,0.0,IG05/12,Yes,BYLAYER
M4804,LINE,Line,1,2,223641.901,617532.767,0.0,IG05/12,Yes,BYLAYER
M4804,INSERT,Block,0,1,223641.901,617532.767,0.0,IG05/12,Yes,BYLAYER
C1692,INSERT,Block,0,1,223641.716,617533.787,0.0,IG05/12,Yes,BYLAYER
-23405-E-S-GAN,LWPOLYLINE,Polyline,0,2,223695.888,617536.856,0.0,IG05/12,No,BYLAYER
-23405-E-S-GAN,LWPOLYLINE,Polyline,1,2,223694.013,617537.7,0.0,IG05/12,No,BYLAYER
-23405-E-S-GAN,LWPOLYLINE,Polyline,0,2,223694.683,617539.262,0.0,IG05/12,No,BYLAYER
-23405-E-S-GAN,LWPOLYLINE,Polyline,1,2,223696.601,617538.399,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,0,3,223694.013,617537.7,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,1,3,223694.013,617537.7,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,2,3,223695.888,617536.856,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,0,3,223689.416,617530.819,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,1,3,223694.84,617534.586,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,2,3,223694.84,617534.586,0.0,IG05/12,No,BYLAYER
scellno,INSERT,Block,0,1,223686.992,617543.565,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223689.517,617542.789,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223690.85,617542.153,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223693.416,617541.262,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223697.792,617539.317,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223700.34,617538.052,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223682.485,617540.826,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223684.955,617540.086,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223688.306,617538.819,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223689.56,617538.365,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223691.953,617537.56,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223696.125,617535.726,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223698.357,617534.698,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223700.544,617533.469,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223695.4,617542.778,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223684.889,617533.081,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223695.526,617532.53,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polyline,0,2,223688.529,617541.627,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223689.353,617543.987,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223686.796,617544.881,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223685.971,617542.521,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223690.998,617540.747,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223691.871,617543.09,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223693.455,617539.781,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223694.409,617542.093,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223697.779,617537.837,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223698.876,617540.084,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223701.3,617538.849,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223700.127,617536.641,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223683.348,617541.636,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223682.524,617539.276,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223685.708,617540.812,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223684.884,617538.452,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223688.068,617539.987,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223687.244,617537.627,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223689.604,617536.784,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223690.428,617539.144,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223691.882,617535.887,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223692.868,617538.184,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223697.084,617536.284,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223695.956,617534.053,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223699.373,617535.117,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223698.17,617532.925,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223700.343,617531.722,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223701.616,617533.872,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polygon,0,4,223686.796,617544.881,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,4,223685.48,617545.34,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,4,223684.655,617542.98,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,4,223685.971,617542.521,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,6,223694.013,617537.7,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,6,223694.013,617537.7,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,6,223692.868,617538.184,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,6,223692.868,617538.184,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,4,6,223691.882,617535.887,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,5,6,223693.028,617535.402,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,6,223692.868,617538.184,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,6,223692.415,617538.371,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,6,223691.591,617538.699,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,6,223691.591,617538.699,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,4,6,223690.766,617536.338,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,5,6,223691.882,617535.887,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,5,223691.591,617538.699,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,5,223690.978,617538.937,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,5,223690.428,617539.144,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,5,223689.604,617536.784,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,4,5,223690.766,617536.338,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,5,223690.428,617539.144,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,5,223690.428,617539.144,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,5,223689.248,617539.574,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,5,223688.424,617537.214,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,4,5,223689.604,617536.784,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,6,223689.247,617539.572,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,6,223689.248,617539.574,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,6,223688.068,617539.987,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,6,223687.244,617537.627,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,4,6,223688.119,617537.321,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,5,6,223688.424,617537.214,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,4,223688.068,617539.987,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,4,223686.89,617540.399,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,4,223686.066,617538.039,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,4,223687.244,617537.627,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,5,223686.89,617540.399,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,5,223686.888,617540.399,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,5,223685.708,617540.812,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,5,223684.884,617538.452,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,4,5,223686.066,617538.039,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,4,223685.708,617540.812,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,4,223684.53,617541.223,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,4,223683.706,617538.863,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,4,223684.884,617538.452,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,5,223684.53,617541.223,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,5,223684.528,617541.224,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,5,223683.348,617541.636,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,5,223682.524,617539.276,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,4,5,223683.706,617538.863,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,4,223683.348,617541.636,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,4,223682.168,617542.048,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,4,223681.344,617539.688,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,4,223682.524,617539.276,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,6,223690.595,617543.553,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,6,223690.328,617543.647,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,6,223689.353,617543.987,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,6,223688.529,617541.627,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,4,6,223689.504,617541.287,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,5,6,223689.77,617541.193,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,4,223689.353,617543.987,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,4,223688.113,617544.42,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,4,223687.289,617542.06,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,4,223688.529,617541.627,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,4,223688.113,617544.42,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,4,223686.796,617544.881,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,4,223685.971,617542.521,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,4,223687.289,617542.06,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,6,223701.616,617533.872,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,6,223701.433,617533.979,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,6,223700.761,617534.359,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,6,223700.466,617534.523,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,4,6,223699.264,617532.332,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,5,6,223700.343,617531.722,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polyline,0,3,223702.101,617537.504,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,3,223701.284,617536.014,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,3,223702.101,617535.555,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,5,223702.101,617538.418,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,5,223701.3,617538.849,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,5,223700.127,617536.641,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,3,5,223701.284,617536.014,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,4,5,223702.101,617537.504,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polygon,0,4,223701.3,617538.849,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,4,223700.089,617539.479,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,4,223698.963,617537.247,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,4,223700.127,617536.641,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,4,223700.089,617539.479,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,4,223698.876,617540.084,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,4,223697.779,617537.837,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,4,223698.963,617537.247,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,0,4,223698.876,617540.084,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,1,4,223697.649,617540.669,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,2,4,223696.601,617538.399,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polygon,3,4,223697.779,617537.837,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polyline,0,6,223694.84,617534.586,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,6,223695.956,617534.053,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,6,223697.084,617536.284,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,3,6,223696.651,617536.495,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,4,6,223695.888,617536.856,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,5,6,223694.84,617534.586,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,6,223695.956,617534.053,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,6,223697.084,617536.284,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,6,223698.197,617535.729,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,3,6,223698.197,617535.729,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,4,6,223697.071,617533.497,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,5,6,223695.956,617534.053,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223698.997,617534.44,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223699.373,617535.117,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223694.683,617539.262,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223694.683,617539.262,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,0,5,223694.683,617539.262,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,1,5,223693.455,617539.782,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,2,5,223694.409,617542.093,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,3,5,223695.669,617541.56,0.0,IG05/12,No,BYLAYER
pcell,LWPOLYLINE,Polyline,4,5,223694.683,617539.262,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,5,223693.138,617542.605,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,5,223694.409,617542.093,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,5,223693.455,617539.781,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,3,5,223692.236,617540.273,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,4,5,223693.138,617542.605,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,5,223689.77,617541.193,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,5,223690.998,617540.747,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,5,223691.871,617543.09,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,3,5,223690.594,617543.553,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,4,5,223689.77,617541.193,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,5,223690.998,617540.747,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,5,223692.236,617540.273,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,5,223693.138,617542.605,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,3,5,223691.871,617543.09,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,4,5,223690.998,617540.747,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,4,223702.101,617532.25,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,4,223701.413,617531.093,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,4,223700.343,617531.722,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,3,4,223701.616,617533.872,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223701.616,617533.872,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,2,223702.101,617533.588,0.0,IG05/12,No,BYLAYER
scellno,INSERT,Block,0,1,223683.582,617540.479,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223686.005,617539.767,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223687.148,617539.252,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223690.72,617538.006,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223693.082,617537.09,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223697.4,617535.226,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223699.535,617534.128,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223701.508,617532.522,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223685.786,617544.059,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223688.347,617543.2,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223692.073,617541.783,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223694.613,617540.721,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223698.96,617538.758,0.0,IG05/12,Yes,BYLAYER
scellno,INSERT,Block,0,1,223701.374,617537.483,0.0,IG05/12,Yes,BYLAYER
pcell,POLYLINE,Polyline,0,3,223702.101,617532.25,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,3,223701.413,617531.093,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,3,223701.852,617530.819,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,6,223698.165,617532.916,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,6,223699.373,617535.117,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,3,6,223697.071,617533.497,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,4,6,223698.165,617532.916,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,5,6,223698.165,617532.916,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,9,223698.165,617532.916,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,1,9,223698.165,617532.916,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,2,9,223699.264,617532.332,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,3,9,223700.466,617534.523,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,4,9,223700.466,617534.523,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,5,9,223699.373,617535.117,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,6,9,223699.373,617535.117,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,7,9,223699.373,617535.117,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,8,9,223698.165,617532.916,0.0,IG05/12,No,BYLAYER
pcell,POLYLINE,Polyline,0,2,223698.165,617532.916,0.0,IG05/12,No,BYLAYER
rozeta,INSERT,Block,0,1,223695.383,617538.003,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223685.603,617537.861,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223686.841,617537.343,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223688.174,617537.012,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223689.423,617536.559,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223682.214,617534.647,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223683.507,617534.345,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223684.667,617533.865,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223685.873,617533.528,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223686.97,617533.046,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223688.164,617532.588,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223689.556,617532.209,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223690.716,617531.822,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223692.021,617531.387,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223693.047,617530.921,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223700.55,617527.332,0.0,IG05/12,Yes,BYLAYER
area,TEXT,Text,0,1,223704.809,617524.579,0.0,IG05/12,Yes,BYLAYER
